candidate_id,current_level,offered_level,seniority_jump,years_experience,months_in_current_role,notice_period_days,current_salary,offered_salary,salary_increase_pct,remote_policy_match,interview_score,recruiter_sentiment,hiring_manager_sentiment,process_length_days,response_time_hours,competing_offers,employer_brand_score,technical_test_score,candidate_nps,relocation_required,visa_required,stage_drop_risk,offer_accepted
CAND-0502,Mid,Senior,1,7,52,30,622813,750000,20.4,1,3.18,4.9,4.8,46,6.0,1,3.0,,49,1,0,0.323,1
CAND-0503,Mid,Senior,1,4,26,60,602330,743000,23.3,1,3.99,4.4,1.4,38,8.5,1,3.5,,30,0,0,0.342,1
CAND-0504,Senior,Director,2,12,28,30,648798,762000,17.5,1,4.17,3.6,2.4,18,92.9,1,3.2,58.4,67,0,0,0.556,0
CAND-0505,Senior,Senior,0,8,39,90,796215,838000,5.3,0,3.43,4.1,3.2,30,4.9,1,3.7,74.8,-63,0,0,0.333,0
CAND-0506,Junior,Junior,0,3,27,30,429695,437000,1.8,1,3.44,2.6,4.0,72,9.2,0,3.3,82.3,79,0,0,0.327,0
CAND-0507,Director,Director,1,18,59,30,1223942,1411000,15.3,1,3.82,3.0,1.0,55,8.3,1,2.6,48.3,-96,0,0,0.463,0
CAND-0508,Senior,Senior,0,12,23,14,769544,866000,12.5,1,3.9,3.1,3.4,21,9.5,1,3.1,,23,0,0,0.384,1
CAND-0509,Director,Director,1,18,55,60,1132254,1300000,14.8,1,4.32,5.0,4.1,85,8.7,1,4.7,67.6,52,1,1,0.411,1
CAND-0510,Senior,Lead,1,10,41,30,649415,740000,13.9,1,2.6,2.9,4.3,44,16.1,1,3.8,57.8,35,0,1,0.464,1
CAND-0511,Mid,Mid,0,7,28,60,622157,854000,37.3,1,3.51,2.9,2.8,11,2.2,0,3.8,59.6,23,0,0,0.156,1
CAND-0512,Mid,Senior,1,5,33,90,626080,639000,2.0,1,2.75,2.8,3.1,11,34.4,0,3.5,,86,0,0,0.242,1
CAND-0513,Director,Director,0,18,58,90,1067638,1026000,-3.9,1,3.46,4.0,2.8,15,22.9,0,3.7,75.0,95,0,1,0.151,1
CAND-0514,Lead,Director,1,15,50,30,838452,981000,17.0,1,3.34,3.7,3.0,46,3.5,1,3.4,80.0,90,0,0,0.389,1
CAND-0515,Junior,Mid,1,1,12,60,444075,491000,10.6,1,3.47,4.5,2.5,16,1.3,0,4.0,73.1,55,0,0,0.069,0
CAND-0516,Junior,Senior,2,1,32,60,388120,453000,16.8,0,2.94,4.1,2.6,30,4.6,0,3.8,54.9,91,0,1,0.132,1
CAND-0517,Mid,Junior,-1,5,29,14,590205,704000,19.3,1,2.46,2.5,3.8,12,9.6,0,3.0,,94,0,0,0.201,1
CAND-0518,Senior,Lead,1,12,36,30,658170,827000,25.6,0,2.03,3.0,3.5,71,120.0,1,3.9,53.7,40,0,0,0.778,1
CAND-0519,Director,Director,1,20,48,0,996259,1000000,0.4,0,3.41,4.7,3.8,22,21.0,1,2.2,63.3,18,0,0,0.319,1
CAND-0520,Junior,Mid,1,2,22,30,402099,438000,9.0,1,3.2,3.4,3.6,68,2.0,1,3.9,52.5,-41,1,1,0.452,0
CAND-0521,Mid,Senior,1,7,41,14,620721,732000,17.9,1,3.03,4.6,4.0,75,6.1,1,2.9,,49,0,0,0.406,1
CAND-0522,Mid,Mid,0,5,29,14,609394,737000,20.9,1,4.43,3.5,4.2,10,11.6,1,3.6,69.4,96,0,0,0.341,1
CAND-0523,Director,Director,0,20,36,30,1301402,1740000,33.7,1,2.9,2.8,1.8,28,15.7,1,3.0,,59,1,0,0.433,0
CAND-0524,Senior,Senior,0,12,32,30,812109,996000,22.6,0,4.49,3.4,2.6,10,3.3,0,3.7,54.8,71,0,0,0.126,1
CAND-0525,Senior,Lead,1,12,37,30,651805,740000,13.5,1,4.64,2.8,3.2,68,10.6,0,4.0,,-35,0,0,0.31,0
CAND-0526,Mid,Mid,0,6,42,14,523147,555000,6.0,0,2.13,3.1,3.4,31,5.9,1,4.6,66.2,-23,0,0,0.398,0
CAND-0527,Mid,Mid,0,5,36,30,554280,604000,8.9,1,3.56,3.8,2.8,12,4.0,1,2.8,60.1,47,1,0,0.309,0
CAND-0528,Mid,Lead,2,4,21,14,586777,638000,8.7,0,3.22,4.0,4.2,13,15.8,1,4.3,,97,1,0,0.328,1
CAND-0529,Junior,Junior,-1,1,48,30,477841,573000,19.9,0,1.46,2.3,5.0,24,26.4,0,3.8,,32,0,0,0.281,0
CAND-0530,Lead,Director,2,15,44,30,1042465,1212000,16.3,0,2.49,3.6,3.6,74,28.2,0,3.4,64.7,90,0,0,0.319,1
CAND-0531,Senior,Lead,1,12,48,30,764726,781000,2.1,0,4.04,3.1,3.5,43,21.6,0,4.2,47.3,-32,0,0,0.264,1
CAND-0532,Director,Director,1,20,46,60,1370503,1509000,10.1,1,4.91,3.1,4.2,62,7.4,0,3.6,78.7,65,1,0,0.27,1
CAND-0533,Director,Director,0,20,53,30,1056215,1288000,21.9,0,4.13,3.7,1.7,23,24.9,0,4.1,,64,0,0,0.191,1
CAND-0534,Mid,Junior,-1,7,38,60,592909,695000,17.2,1,3.73,3.2,3.4,11,16.6,0,3.1,91.4,89,1,0,0.174,1
CAND-0535,Senior,Lead,1,10,48,30,735365,876000,19.1,0,3.49,4.7,4.3,83,13.9,0,3.3,,-97,0,0,0.237,1
CAND-0536,Director,Director,1,18,58,30,1253129,1471000,17.4,1,4.68,4.6,2.8,10,6.6,1,4.3,57.1,-7,0,0,0.263,1
CAND-0537,Senior,Lead,1,12,44,30,652391,839000,28.6,1,5.0,4.5,2.3,76,7.4,1,4.6,39.8,3,0,0,0.417,0
CAND-0538,Junior,Junior,0,3,20,0,384861,447000,16.1,0,3.09,3.2,3.2,23,13.1,1,3.7,80.1,96,0,0,0.392,1
CAND-0539,Mid,Senior,1,6,24,60,514364,568000,10.5,1,2.1,2.8,3.3,10,120.0,1,2.0,,-19,0,0,0.654,1
CAND-0540,Junior,Mid,1,2,27,30,462399,489000,5.8,1,2.03,3.7,2.6,43,16.5,0,3.6,61.9,-73,0,0,0.215,1
CAND-0541,Director,Director,1,18,57,30,1229072,1428000,16.2,1,4.43,3.5,5.0,84,6.6,1,3.7,,56,0,0,0.493,1
CAND-0542,Mid,Senior,1,7,27,14,522923,481000,-8.0,0,3.47,3.1,3.0,80,5.3,0,3.6,77.2,55,0,0,0.305,1
CAND-0543,Junior,Mid,1,3,34,14,387919,436000,12.3,0,3.63,2.7,2.4,15,7.5,0,3.9,73.8,87,0,0,0.19,1
CAND-0544,Senior,Lead,1,8,50,90,826968,927000,12.1,0,2.25,3.6,3.3,16,107.5,0,3.4,,96,0,0,0.388,1
CAND-0545,Mid,Mid,0,7,20,60,565818,575000,1.7,0,2.97,3.3,4.2,34,8.2,0,4.2,,57,0,0,0.198,0
CAND-0546,Mid,Senior,1,5,21,14,551160,582000,5.6,1,3.29,4.2,3.4,39,30.2,1,3.0,,95,0,0,0.41,1
CAND-0547,Junior,Junior,0,2,22,30,479242,581000,21.3,1,3.65,4.1,3.8,47,8.4,0,4.4,,76,0,0,0.179,1
CAND-0548,Senior,Senior,0,8,39,30,779248,905000,16.1,0,3.22,4.5,2.6,16,15.8,1,4.6,62.3,14,0,0,0.305,0
CAND-0549,Mid,Mid,0,6,24,60,513529,590000,14.9,0,2.77,2.6,4.7,79,26.9,1,3.2,,95,0,0,0.587,1
CAND-0550,Senior,Senior,0,10,49,0,827478,966000,16.8,1,2.95,3.9,3.9,39,6.9,0,3.2,67.5,71,0,1,0.17,0
CAND-0551,Mid,Mid,0,6,34,30,624013,716000,14.8,1,4.35,3.0,4.3,59,6.4,0,3.9,,40,0,0,0.267,1
CAND-0552,Lead,Lead,0,15,42,60,821669,1029000,25.2,1,3.67,2.6,3.7,32,64.0,1,3.0,41.7,72,0,0,0.575,1
CAND-0553,Mid,Senior,1,7,15,0,597373,688000,15.1,1,3.93,3.3,4.1,25,32.6,0,3.4,,39,0,0,0.239,0
CAND-0554,Mid,Lead,2,7,16,30,524859,530000,0.9,1,2.87,4.5,2.6,83,26.9,0,4.4,,-35,1,0,0.282,0
CAND-0555,Lead,Lead,0,15,44,90,875786,1127000,28.7,1,1.43,3.3,3.0,35,26.8,1,4.1,71.7,76,0,1,0.447,0
CAND-0556,Mid,Lead,2,5,8,30,500323,587000,17.3,1,3.13,4.9,4.6,62,19.3,1,4.9,78.7,86,0,0,0.392,1
CAND-0557,Junior,Mid,1,2,34,30,479430,521000,8.7,1,2.89,4.0,4.8,77,91.6,1,3.8,66.2,77,0,0,0.66,0
CAND-0558,Junior,Junior,0,1,22,14,386021,396000,2.7,0,3.74,3.3,2.4,41,12.7,0,3.3,39.7,6,1,0,0.225,1
CAND-0559,Senior,Senior,0,10,68,0,679807,799000,17.6,0,5.0,4.5,3.6,33,21.7,0,3.7,66.1,97,0,0,0.158,1
CAND-0560,Senior,Lead,1,8,59,30,768305,867000,12.9,1,3.99,4.0,3.0,10,2.9,0,3.6,83.6,-80,0,0,0.089,0
CAND-0561,Senior,Lead,1,10,34,60,690355,885000,28.2,1,5.0,2.9,2.8,11,5.3,0,3.6,,28,0,0,0.164,1
CAND-0562,Junior,Mid,1,3,22,30,424732,471000,10.9,0,3.9,5.0,3.7,16,3.7,0,3.7,,13,0,0,0.045,1
CAND-0563,Junior,Junior,0,2,33,60,388711,414000,6.5,1,3.06,3.8,4.4,16,43.6,0,3.1,42.5,-66,0,0,0.217,1
CAND-0564,Junior,Junior,0,1,41,90,443079,541000,22.1,0,3.74,3.6,3.8,18,0.9,1,3.9,68.3,39,1,0,0.326,1
CAND-0565,Mid,Mid,0,5,13,30,487904,597000,22.3,1,4.75,2.9,3.1,20,8.1,1,2.9,76.2,66,0,0,0.391,0
CAND-0566,Mid,Mid,0,7,12,14,544033,628000,15.5,0,4.78,4.5,3.9,23,0.6,1,3.3,,91,0,0,0.283,1
CAND-0567,Mid,Mid,0,5,23,30,566478,680000,20.1,1,3.1,4.0,3.1,26,5.3,1,3.6,100.0,100,1,0,0.331,0
CAND-0568,Mid,Mid,0,5,35,90,600035,682000,13.7,1,3.68,4.1,3.8,13,7.5,0,2.3,60.6,84,0,0,0.102,1
CAND-0569,Lead,Director,1,15,46,60,1040859,1208000,16.1,0,2.5,3.2,4.7,11,48.7,0,4.2,59.3,48,0,0,0.254,1
CAND-0570,Mid,Lead,2,5,40,14,483093,601000,24.5,0,4.08,4.3,1.5,41,18.1,1,2.5,,76,1,0,0.378,1
CAND-0571,Mid,Mid,0,6,18,60,504918,604000,19.6,1,4.59,4.3,4.1,32,5.3,1,4.1,56.7,87,1,0,0.326,1
CAND-0572,Senior,Director,2,12,12,30,843815,949000,12.5,0,3.53,3.1,2.0,27,35.4,0,2.9,46.4,48,0,0,0.262,0
CAND-0573,Mid,Mid,0,5,38,90,620466,783000,26.2,1,3.03,2.5,4.5,38,12.4,0,3.5,51.5,82,0,0,0.265,1
CAND-0574,Senior,Lead,1,8,27,14,764501,709000,-7.3,0,3.75,4.1,2.8,56,12.6,1,4.0,79.4,50,0,0,0.41,1
CAND-0575,Lead,Lead,0,15,21,30,912510,1209000,32.5,1,3.79,2.3,2.3,26,3.7,0,5.0,63.4,36,0,0,0.229,1
CAND-0576,Director,Director,1,18,49,60,1073708,1059000,-1.4,1,3.56,3.7,4.0,39,4.5,0,3.8,,55,0,0,0.176,1
CAND-0577,Junior,Senior,2,2,31,30,477819,518000,8.4,0,3.63,3.2,3.7,77,5.3,0,2.5,61.4,72,0,0,0.292,1
CAND-0578,Director,Director,1,18,46,30,1215603,1381000,13.6,1,3.38,4.6,2.5,58,12.8,1,4.3,78.7,77,0,0,0.385,1
CAND-0579,Mid,Mid,0,6,25,14,624352,704000,12.7,1,4.2,3.3,2.3,26,13.2,0,3.6,,32,0,0,0.193,0
CAND-0580,Mid,Senior,1,4,28,30,516303,636000,23.1,1,4.02,4.5,3.2,39,57.1,1,3.7,,60,1,0,0.459,1
CAND-0581,Mid,Mid,0,6,26,30,507453,530000,4.5,1,2.81,3.2,2.3,15,17.9,0,4.0,54.8,93,0,0,0.186,1
CAND-0582,Director,Director,1,20,34,90,1351030,1571000,16.3,0,2.79,4.4,2.4,33,0.8,0,2.4,42.0,99,0,0,0.111,1
CAND-0583,Mid,Senior,1,6,22,30,540695,588000,8.8,1,3.32,5.0,3.5,85,15.8,1,3.7,76.3,5,1,0,0.428,0
CAND-0584,Mid,Mid,0,4,35,30,636837,743000,16.7,0,4.02,2.7,2.5,31,2.9,0,3.5,,-6,0,0,0.214,1
CAND-0585,Senior,Lead,1,8,39,60,773412,877000,13.4,1,3.6,3.8,3.8,72,4.6,0,4.4,44.2,72,1,0,0.244,1
CAND-0586,Junior,Mid,1,3,25,14,471715,542000,14.8,1,3.05,5.0,4.7,25,5.4,0,4.1,62.4,41,1,0,0.069,1
CAND-0587,Junior,Junior,0,1,14,30,473409,516000,9.1,1,3.68,3.7,3.3,90,6.3,1,2.7,58.0,-81,1,0,0.494,0
CAND-0588,Junior,Mid,1,2,22,60,418057,457000,9.4,0,3.27,3.6,3.5,35,3.1,0,4.5,76.3,30,0,0,0.17,1
CAND-0589,Junior,Junior,0,2,3,60,380597,444000,16.6,1,4.12,4.2,5.0,11,14.9,0,4.0,63.1,84,0,0,0.11,1
CAND-0590,Junior,Mid,1,2,25,30,437988,537000,22.5,1,3.73,3.6,2.3,35,3.0,1,2.8,,83,0,0,0.369,1
CAND-0591,Junior,Mid,1,2,38,60,474655,515000,8.6,1,3.28,2.2,4.5,19,17.4,0,3.7,62.2,51,0,0,0.254,1
CAND-0592,Senior,Lead,1,8,21,14,655025,696000,6.2,0,3.66,4.5,4.4,11,114.1,0,4.3,49.5,48,0,1,0.34,1
CAND-0593,Junior,Mid,1,3,18,90,387145,463000,19.5,1,4.42,2.0,4.2,56,3.2,1,3.0,,61,0,0,0.512,0
CAND-0594,Mid,Senior,1,5,33,14,581206,661000,13.7,0,3.1,3.3,4.6,19,9.2,0,4.5,62.6,3,0,1,0.167,1
CAND-0595,Lead,Lead,0,15,54,60,1006869,1223000,21.5,1,3.78,4.6,3.7,53,1.0,0,2.8,,55,0,0,0.144,1
CAND-0596,Mid,Senior,1,6,25,30,521723,552000,5.8,1,3.45,3.3,2.9,20,9.0,1,3.2,62.4,-91,0,0,0.369,0
CAND-0597,Senior,Senior,0,8,29,90,713230,699000,-2.0,1,3.8,3.0,4.4,16,23.2,1,3.1,74.6,49,0,0,0.414,0
CAND-0598,Junior,Mid,1,3,4,60,384830,420000,9.2,1,3.04,4.3,4.4,83,25.0,0,4.5,56.1,28,1,0,0.289,1
CAND-0599,Junior,Junior,0,3,25,60,403930,433000,7.1,1,3.58,2.9,4.4,23,13.2,1,3.4,63.6,72,0,0,0.41,0
CAND-0600,Junior,Junior,0,1,44,30,403752,457000,13.3,0,4.28,2.6,3.4,36,29.6,1,3.0,56.2,68,0,0,0.498,0
CAND-0601,Junior,Mid,1,3,26,30,456025,494000,8.3,1,2.84,3.8,2.8,37,120.0,0,4.0,55.3,35,0,0,0.454,1
CAND-0602,Mid,Mid,0,4,29,30,542040,654000,20.7,1,2.57,3.5,3.6,33,67.5,0,4.1,87.1,-94,1,0,0.332,1
CAND-0603,Junior,Mid,1,3,27,60,447696,499000,11.4,1,2.6,2.6,4.2,69,7.2,0,4.1,57.3,11,1,1,0.315,1
CAND-0604,Junior,Junior,0,2,23,14,444648,513000,15.4,1,2.68,4.1,4.3,41,2.9,1,3.5,62.8,67,1,0,0.352,1
CAND-0605,Junior,Junior,-1,2,15,90,435030,502000,15.4,1,3.92,4.0,3.0,25,8.1,0,3.9,83.7,-53,1,0,0.136,0
CAND-0606,Mid,Senior,1,6,38,60,536815,622000,15.8,0,2.52,3.3,3.7,61,4.7,1,3.3,,-37,0,0,0.449,1
CAND-0607,Junior,Junior,-1,3,26,30,465669,530000,13.8,1,3.29,3.4,2.2,16,19.1,1,4.7,92.6,69,0,0,0.379,1
CAND-0608,Mid,Mid,0,5,30,60,592789,703000,18.6,0,3.93,4.0,4.3,32,3.7,0,4.4,,79,0,0,0.14,1
CAND-0609,Mid,Senior,1,6,20,30,537923,575000,6.8,1,3.79,4.6,2.7,77,11.3,0,4.3,59.0,26,0,0,0.223,1
CAND-0610,Senior,Senior,0,8,49,30,807644,1022000,26.6,1,3.23,3.4,4.1,38,28.2,1,4.2,,51,0,0,0.451,1
CAND-0611,Junior,Mid,1,1,30,30,434030,486000,11.9,1,3.63,4.1,2.4,55,11.0,0,4.0,76.7,96,1,0,0.204,1
CAND-0612,Senior,Mid,-1,12,30,30,707904,723000,2.2,1,3.58,4.1,4.3,40,4.7,0,3.0,,96,0,0,0.155,1
CAND-0613,Senior,Senior,0,8,46,60,800275,926000,15.7,1,3.34,4.3,3.7,58,39.4,1,4.1,,23,0,1,0.469,1
CAND-0614,Junior,Mid,1,2,19,30,457088,486000,6.3,1,3.35,3.6,2.7,75,1.9,0,3.8,70.7,84,0,0,0.255,1
CAND-0615,Lead,Lead,0,15,34,30,825608,991000,20.0,1,5.0,2.9,4.0,19,8.8,0,4.5,64.4,63,0,0,0.19,1
CAND-0616,Director,Director,0,18,40,60,1025667,1373000,33.9,0,4.07,3.2,2.9,15,11.7,0,4.2,47.4,99,0,1,0.171,1
CAND-0617,Junior,Junior,0,1,6,60,435547,466000,6.9,1,5.0,3.9,4.1,29,12.4,0,4.0,,49,0,0,0.161,0
CAND-0618,Mid,Mid,0,4,34,14,633557,741000,17.0,0,3.15,5.0,3.2,44,14.6,0,2.7,67.7,81,0,0,0.134,1
CAND-0619,Senior,Lead,1,12,17,60,780934,767000,-1.8,1,3.44,3.2,1.9,17,22.4,1,3.6,,81,0,0,0.402,0
CAND-0620,Senior,Senior,0,10,23,30,768391,907000,18.1,0,2.57,4.2,2.5,10,11.8,1,3.4,99.2,52,1,0,0.3,0
CAND-0621,Junior,Mid,1,3,3,30,455948,483000,6.0,1,2.93,3.3,3.0,22,8.4,0,3.9,57.8,83,0,0,0.172,1
CAND-0622,Junior,Mid,1,3,23,30,466890,506000,8.4,1,4.83,3.7,4.6,81,8.1,0,3.5,,13,0,0,0.278,1
CAND-0623,Mid,Mid,0,5,28,30,551880,575000,4.1,0,3.13,4.8,4.2,43,6.6,0,3.5,56.1,-31,0,0,0.124,0
CAND-0624,Mid,Lead,2,6,26,60,537560,648000,20.6,1,4.84,4.2,4.9,25,26.8,0,4.0,72.8,42,0,0,0.171,1
CAND-0625,Mid,Mid,0,7,19,30,595063,733000,23.1,1,2.63,2.6,4.9,16,6.4,0,3.4,71.0,96,0,0,0.196,1
CAND-0626,Mid,Lead,2,5,18,60,574218,656000,14.2,1,2.76,3.1,2.9,23,28.4,0,3.8,,52,0,0,0.236,1
CAND-0627,Mid,Mid,0,6,34,14,594462,631000,6.2,1,3.26,4.6,3.2,15,12.4,1,2.8,86.1,67,0,0,0.288,0
CAND-0628,Senior,Lead,1,10,30,30,799487,1026000,28.3,0,3.46,3.7,3.0,13,7.2,0,3.2,59.3,66,1,0,0.125,0
CAND-0629,Junior,Mid,1,1,27,90,444523,477000,7.2,0,4.15,2.7,2.8,68,22.6,0,4.1,89.3,-27,0,0,0.346,1
CAND-0630,Mid,Mid,0,4,21,60,630395,596000,-5.5,0,3.82,2.9,1.7,90,5.9,0,3.0,90.3,37,0,0,0.341,0
CAND-0631,Senior,Lead,1,10,37,30,824286,973000,18.1,0,3.21,4.2,3.4,15,23.1,0,4.4,,75,0,0,0.139,1
CAND-0632,Lead,Director,1,15,55,30,837997,872000,4.1,1,3.41,4.4,2.2,11,15.1,1,4.3,,98,0,0,0.298,1
CAND-0633,Mid,Junior,-1,6,35,30,601266,739000,22.9,1,3.28,3.6,3.4,21,6.7,0,3.5,,-14,0,0,0.147,1
CAND-0634,Mid,Mid,0,7,25,30,483679,535000,10.6,0,2.86,5.0,5.0,28,20.7,1,5.0,63.4,40,1,0,0.314,0
CAND-0635,Junior,Mid,1,2,26,60,475025,567000,19.4,1,2.88,4.3,2.9,16,21.0,0,4.4,49.9,-43,0,0,0.13,1
CAND-0636,Mid,Senior,1,6,27,60,520308,659000,26.6,1,4.22,3.4,3.6,20,38.8,1,3.1,79.7,9,1,0,0.437,1
CAND-0637,Mid,Lead,2,7,30,30,485695,501000,3.1,1,2.22,2.9,4.2,16,32.0,1,4.1,37.2,35,0,1,0.442,1
CAND-0638,Junior,Mid,1,3,20,90,475740,518000,8.9,0,4.63,2.8,3.7,50,19.9,0,3.7,57.5,57,0,0,0.293,1
CAND-0639,Mid,Lead,2,4,28,30,538499,610000,13.3,1,3.26,3.9,3.7,44,3.9,0,3.2,,6,1,0,0.174,1
CAND-0640,Mid,Senior,1,5,32,30,503382,643000,27.8,0,2.96,3.2,3.1,38,120.0,1,3.1,87.5,5,0,1,0.692,1
CAND-0641,Junior,Junior,0,1,14,30,394235,426000,8.1,1,4.02,4.9,3.2,24,3.0,0,4.3,59.8,81,0,0,0.067,1
CAND-0642,Mid,Mid,0,4,19,30,613438,666000,8.6,1,4.54,4.8,2.5,68,31.5,1,3.3,74.4,97,0,0,0.442,0
CAND-0643,Junior,Mid,1,3,10,30,407467,482000,18.3,0,4.28,4.1,4.2,81,18.8,0,3.6,,26,0,0,0.281,1
CAND-0644,Mid,Senior,1,4,13,30,592468,645000,8.8,0,3.85,2.7,1.8,15,3.8,0,3.1,82.2,73,0,0,0.181,0
CAND-0645,Junior,Junior,-1,2,11,30,386764,446000,15.4,1,4.26,3.1,4.3,17,10.8,0,3.3,73.6,13,1,0,0.179,0
CAND-0646,Lead,Lead,0,15,43,14,1041968,1042000,0.0,1,2.3,4.6,2.1,31,11.3,1,3.6,,95,0,0,0.321,0
CAND-0647,Mid,Lead,2,7,21,60,593831,795000,33.9,1,3.13,3.1,4.3,12,45.0,0,3.9,59.7,71,0,0,0.253,1
CAND-0648,Senior,Lead,1,8,41,30,701836,715000,1.9,0,2.86,4.5,3.1,26,6.0,0,2.1,52.8,84,1,0,0.103,1
CAND-0649,Senior,Senior,0,12,36,14,671923,747000,11.1,1,4.36,4.0,2.3,35,9.4,1,3.7,,-65,0,0,0.361,1
CAND-0650,Mid,Senior,1,6,10,60,575711,655000,13.7,1,3.23,3.6,3.9,31,1.2,0,3.3,,63,0,0,0.156,0
CAND-0651,Junior,Junior,0,2,30,90,396292,520000,31.2,0,4.09,3.0,4.2,21,69.0,0,4.5,68.5,55,1,0,0.339,1
CAND-0652,Mid,Mid,0,7,38,90,604913,618000,2.1,1,3.88,3.5,3.0,32,4.2,0,5.0,,20,0,0,0.172,1
CAND-0653,Mid,Mid,0,7,20,30,612686,808000,31.9,1,2.9,3.8,4.0,79,16.9,1,3.5,86.6,14,0,0,0.49,1
CAND-0654,Senior,Senior,0,10,40,14,660939,798000,20.8,0,3.09,4.4,1.3,16,11.0,1,2.7,79.8,61,1,0,0.299,1
CAND-0655,Mid,Senior,1,5,21,30,498800,588000,17.8,0,4.41,2.9,2.2,40,11.0,0,3.8,,75,0,0,0.242,0
CAND-0656,Junior,Junior,0,2,24,14,436440,459000,5.1,0,2.96,3.4,4.6,11,27.4,0,3.6,,-75,0,0,0.189,1
CAND-0657,Mid,Senior,1,4,17,90,634318,755000,19.1,1,3.59,3.6,3.2,12,64.8,1,4.9,93.6,60,0,0,0.473,1
CAND-0658,Mid,Senior,1,5,12,14,607521,653000,7.5,0,2.95,4.1,1.7,33,15.7,1,4.7,,-13,0,0,0.367,0
CAND-0659,Senior,Senior,0,8,32,30,823877,1033000,25.4,0,3.28,2.9,2.8,13,23.5,0,4.2,61.2,-24,0,0,0.214,1
CAND-0660,Mid,Senior,1,7,28,30,601327,633000,5.3,1,3.47,2.5,2.6,10,16.9,0,3.3,77.7,66,0,1,0.214,1
CAND-0661,Mid,Senior,1,5,26,30,529648,599000,13.0,1,2.95,4.1,3.3,15,33.7,0,4.1,92.6,24,0,0,0.172,1
CAND-0662,Director,Director,1,20,36,60,1357336,1479000,9.0,1,2.83,2.4,3.1,34,7.7,1,3.9,,44,0,0,0.451,1
CAND-0663,Mid,Mid,0,7,26,30,573498,603000,5.1,0,3.7,4.6,3.6,44,35.7,1,3.8,68.4,32,0,0,0.411,0
CAND-0664,Junior,Mid,1,3,26,14,409764,495000,20.7,0,2.91,3.5,3.3,16,37.0,0,2.8,54.9,69,0,0,0.218,1
CAND-0665,Junior,Mid,1,2,23,30,412470,490000,18.8,0,2.93,2.4,4.6,41,36.0,0,4.3,,48,0,0,0.337,1
CAND-0666,Junior,Junior,0,2,25,30,418501,523000,24.9,1,2.84,3.2,3.8,16,6.3,0,3.8,,98,0,1,0.159,1
CAND-0667,Junior,Junior,0,3,17,14,437207,428000,-2.0,0,3.45,3.9,3.8,37,10.3,0,3.6,56.7,31,0,0,0.174,0
CAND-0668,Junior,Mid,1,3,35,30,442157,547000,23.6,1,4.16,3.2,4.4,25,15.5,0,3.3,,78,0,0,0.202,1
CAND-0669,Junior,Mid,1,3,12,30,383216,523000,36.5,0,4.55,3.6,3.1,40,3.1,1,3.2,61.5,13,0,1,0.381,1
CAND-0670,Mid,Mid,0,4,34,60,633144,696000,9.9,0,2.99,4.2,2.3,89,60.0,0,3.9,81.8,53,0,0,0.396,0
CAND-0671,Junior,Mid,1,3,35,90,473778,621000,31.1,1,5.0,3.4,4.5,74,12.0,1,2.7,65.7,58,0,0,0.49,1
CAND-0672,Lead,Lead,0,15,46,90,950016,1060000,11.6,1,2.8,2.9,3.5,10,16.2,0,4.2,47.5,27,0,0,0.189,1
CAND-0673,Junior,Mid,1,2,21,90,417132,424000,1.6,0,4.26,3.4,3.5,64,6.8,1,3.1,85.5,48,0,0,0.455,0
CAND-0674,Mid,Mid,0,6,24,30,590573,657000,11.2,1,2.99,4.7,2.8,12,3.2,0,2.5,48.3,17,0,0,0.053,1
CAND-0675,Mid,Senior,1,5,40,14,600730,741000,23.4,0,2.89,4.9,2.8,77,6.7,0,4.8,,-95,1,0,0.194,1
CAND-0676,Director,Director,0,20,33,30,1391077,1481000,6.5,1,2.98,2.0,4.2,19,15.2,1,3.2,65.0,2,0,0,0.46,1
CAND-0677,Junior,Junior,0,2,14,60,444186,482000,8.6,0,3.46,4.5,4.3,24,23.9,0,3.3,83.1,74,0,1,0.143,1
CAND-0678,Mid,Mid,0,5,26,90,484960,579000,19.3,1,3.91,3.8,4.1,12,14.3,1,4.4,,81,0,0,0.334,0
CAND-0679,Director,Director,0,20,60,60,998781,1139000,14.0,1,3.97,4.3,4.1,13,17.2,1,4.8,,18,0,0,0.314,1
CAND-0680,Lead,Director,1,15,45,14,851126,1015000,19.3,0,2.84,3.2,3.9,46,8.7,0,2.8,,40,0,0,0.232,1
CAND-0681,Senior,Senior,0,12,26,90,793650,921000,16.1,0,2.81,2.2,3.5,75,20.0,0,3.1,64.8,-72,1,1,0.385,1
CAND-0682,Mid,Senior,1,4,26,30,586034,693000,18.3,1,2.86,4.1,3.2,37,53.7,1,3.2,,8,0,0,0.47,0
CAND-0683,Junior,Junior,-1,3,17,0,397883,438000,10.1,0,3.42,2.8,4.5,45,24.7,1,4.3,71.2,82,1,0,0.494,0
CAND-0684,Senior,Senior,0,8,28,30,669782,778000,16.1,1,3.35,2.5,3.1,49,27.4,1,4.7,49.9,64,0,0,0.527,1
CAND-0685,Director,Director,0,18,57,0,1298531,1373000,5.7,0,2.83,2.5,3.7,19,16.3,0,3.1,42.2,-1,0,0,0.233,1
CAND-0686,Mid,Junior,-1,7,16,30,628051,789000,25.6,1,3.69,4.1,2.7,11,2.7,1,4.5,100.0,13,0,0,0.285,1
CAND-0687,Mid,Mid,0,7,46,30,513746,556000,8.3,1,5.0,3.7,2.8,10,4.3,1,3.3,69.6,85,0,0,0.311,1
